work_dedication,salary_comparison_last_semester,profile_level_study,profile_gender,profile_experience_range,list_of_normalized_languages,usd_monthly_gross_salary
full-time,4,,M,3-5,['java'],1143.6849529183028
full-time,4,Universitario,M,3-5,['go'],2494.758110632458
full-time,3,Secundario,M,1-2,"['javascript', 'typescript']",1715.5274293774542
full-time,3,,M,6-10,['sql'],1524.913270557737
full-time,4,,M,6-10,"['go', 'javascript', 'python']",1906.1415881971714
full-time,3,Universitario,M,3-5,"['groovy', 'java', 'sql']",2096.7557470168886
full-time,4,Universitario,M,1-2,"['python', 'sql', 'vba']",876.8251305706988
full-time,4,,M,3-5,['python'],1010.2550417445008
full-time,3,,M,3-5,"['c#', 'go']",2668.59822347604
full-time,1,Universitario,M,3-5,['php'],388.8528839922229
full-time,3,Universitario,M,10+,"['javascript', 'sql']",1574.4729518508634
full-time,4,,M,1-2,['javascript'],533.719644695208
full-time,3,,M,3-5,"['css', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript']",609.9653082230948
full-time,3,,M,10+,"['go', 'python']",2439.861232892379
full-time,2,,M,1-2,['sql'],510.8459456368419
full-time,3,Universitario,M,3-5,"['bash/shell', 'php', 'sql']",1100.9873813426861
full-time,2,,M,10+,['sql'],880.4963592695665
full-time,2,Universitario,M,6-10,"['html', 'javascript', 'python']",1029.3164576264726
full-time,3,Universitario,M,10+,"['php', 'python']",1210.4761541687317
full-time,3,Universitario,M,3-5,"['go', 'groovy']",884.4496969234875
full-time,4,,M,1-2,"['css', 'html', 'java', 'javascript']",914.9479623346422
full-time,2,Universitario,M,3-5,"['bash/shell', 'python']",1143.6849529183028
full-time,4,,M,3-5,"['html', 'javascript', 'php']",3621.6690175746253
full-time,4,Universitario,M,3-5,['python'],2973.580877587587
full-time,3,Maestría,M,6-10,"['groovy', 'python', 'r', 'sql']",6004.346002821089
full-time,2,,M,10+,"['java', 'typescript']",1143.6849529183028
full-time,3,,M,1-2,['powershell'],573.9621059052266
full-time,3,,M,3-5,"['bash/shell', 'sql']",953.0707940985857
full-time,2,,M,1-2,"['css', 'html', 'javascript', 'typescript']",678.5864053981929
full-time,2,Universitario,M,6-10,"['c++', 'python']",2249.247074072662
full-time,1,,M,1-2,"['css', 'html', 'java', 'javascript', 'sql']",609.9653082230948
full-time,2,,M,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",991.1936258625291
full-time,1,,M,6-10,"['go', 'javascript', 'python']",705.2723876329534
full-time,1,,M,1-2,"['python', 'sql']",552.7810605771797
full-time,1,,M,3-5,"['css', 'html', 'javascript', 'typescript']",571.8424764591514
full-time,2,Terciario,M,6-10,"['css', 'html', 'javascript', 'php', 'sql']",1029.3164576264726
full-time,3,,M,6-10,"['assembler', 'bash/shell', 'c', 'java', 'python']",2668.59822347604
full-time,3,Universitario,M,3-5,"['go', 'python']",1715.5274293774542
full-time,4,Secundario,M,10+,"['html', 'php', 'typescript']",4631.924059319126
full-time,3,Universitario,M,6-10,"['.net', 'sql', 'vba']",762.4566352788685
full-time,2,Posgrado/Especialización,M,10+,"['bash/shell', 'sql']",1029.3164576264726
full-time,3,,M,1-2,['bash/shell'],457.4739811673211
full-time,3,,M,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']",1555.4115359688917
full-time,3,,M,3-5,"['bash/shell', 'go', 'python']",4193.511494033777
full-time,2,,M,10+,"['java', 'sql']",2020.5100834890015
full-time,3,,M,3-5,"['html', 'java', 'javascript', 'python', 'sql']",1254.2411650337388
full-time,3,Universitario,M,3-5,"['html', 'javascript', 'sql', 'vba']",677.0247417178148
full-time,2,Terciario,M,1-2,"['arduino', 'css', 'html', 'javascript']",609.9653082230948
full-time,4,Doctorado,M,3-5,"['python', 'sql']",5337.19644695208
full-time,2,Universitario,M,6-10,"['bash/shell', 'python']",1128.4358202127255
full-time,2,,M,3-5,"['.net', 'bash/shell', 'c#', 'css', 'html', 'javascript', 'python', 'sql', 'vba']",655.1561129960734
full-time,3,,M,3-5,"['javascript', 'sql', 'typescript']",1582.097518203652
full-time,2,,M,3-5,"['javascript', 'python', 'sql']",1829.8959246692843
full-time,3,,M,1-2,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript', 'vba']",802.8668369486485
full-time,3,,M,1-2,['sql'],876.8251305706988
full-time,3,,M,1-2,"['groovy', 'java', 'python']",2134.878578780832
full-time,1,,M,1-2,"['.net', 'c#', 'css', 'html', 'javascript', 'php', 'sql']",579.46704281194
full-time,1,Terciario,M,6-10,"['css', 'html', 'javascript', 'typescript']",1778.2013647973772
full-time,2,,M,3-5,['java'],1143.6849529183028
full-time,3,,M,3-5,"['bash/shell', 'css', 'javascript', 'php', 'python', 'sql', 'typescript']",5870.916091647287
full-time,3,,M,0-1,"['java', 'javascript', 'sql', 'typescript']",457.4739811673211
full-time,4,Universitario,M,6-10,"['javascript', 'python']",1029.3164576264726
full-time,2,,M,10+,"['java', 'javascript']",861.5759978651214
full-time,2,Universitario,M,1-2,"['python', 'sql']",648.0881399870382
full-time,3,Universitario,M,10+,['python'],2085.3188974877053
full-time,3,,X,6-10,"['css', 'html', 'javascript']",4955.968129312645
full-time,2,,M,10+,"['java', 'javascript', 'typescript']",3165.5903320498646
full-time,4,,M,6-10,"['kotlin', 'swift']",3049.826541115474
full-time,1,,M,10+,"['c', 'c++']",1799.3976592581296
full-time,2,Maestría,M,10+,['sql'],991.1936258625291
full-time,3,,M,1-2,['java'],781.5180511608402
full-time,3,,M,1-2,"['css', 'html', 'javascript', 'sql']",602.3407418703061
full-time,2,Universitario,M,1-2,"['.net', 'vba', 'powershell']",831.0777324539666
full-time,4,,M,10+,"['go', 'python', 'scala']",5718.424764591514
full-time,2,Posgrado/Especialización,M,10+,"['go', 'groovy', 'java', 'sql']",1334.29911173802
full-time,1,,M,3-5,"['bash/shell', 'python', 'sql']",1029.3164576264726
full-time,4,Universitario,F,1-2,['java'],655.0348442682323
full-time,4,,F,3-5,['java'],1715.5274293774542
full-time,2,Universitario,F,3-5,"['go', 'groovy', 'java', 'sql']",1124.623537036331
full-time,3,Posgrado/Especialización,F,0-1,"['javascript', 'typescript']",792.9549006900232
full-time,4,,F,3-5,"['java', 'javascript']",2859.212382295757
full-time,3,Maestría,F,3-5,['python'],1238.9920323281613
full-time,1,,F,1-2,"['css', 'html', 'javascript', 'typescript']",686.2109717509817
full-time,3,Universitario,F,0-1,['bash/shell'],314.51336205253324
full-time,3,Universitario,F,1-2,"['bash/shell', 'html', 'javascript', 'php']",756.2616751172277
full-time,2,Universitario,F,0-1,"['css', 'html', 'javascript', 'typescript']",1261.7894857229994
full-time,3,Universitario,F,3-5,['sql'],686.2109717509817
full-time,3,Posgrado/Especialización,F,1-2,"['go', 'java']",811.2476459151386
full-time,3,Terciario,F,1-2,['sql'],693.8355381037703
full-time,1,Posgrado/Especialización,F,10+,"['.net', 'abap', 'html', 'java', 'php', 'python', 'sql', 'vba']",1753.6502611413976
full-time,3,Universitario,F,1-2,"['bash/shell', 'python', 'sql']",741.1078494910602
full-time,1,,F,3-5,"['javascript', 'python', 'sql']",556.593343753574
full-time,3,Posgrado/Especialización,F,3-5,"['python', 'sql']",1559.2238191452861
full-time,2,,F,10+,"['cobol', 'python', 'sql']",1090.3129884487819
full-time,2,Terciario,F,1-2,"['python', 'sql']",343.10548587549084
full-time,3,Universitario,F,6-10,"['go', 'java']",2439.861232892379
full-time,3,Posgrado/Especialización,F,3-5,"['javascript', 'sql']",629.0267241050665
full-time,3,Posgrado/Especialización,F,1-2,"['python', 'r', 'sql']",1185.6200678586406
full-time,2,,F,0-1,['java'],686.2109717509817
full-time,2,Universitario,F,1-2,['python'],838.7022988067554
full-time,2,Universitario,F,0-1,"['javascript', 'vba']",304.9826541115474
full-time,2,,F,1-2,"['go', 'java']",831.0777324539666
full-time,4,Universitario,F,3-5,"['javascript', 'python', 'sql']",991.1936258625291
full-time,4,,F,3-5,"['css', 'html', 'javascript', 'php', 'sql']",667.14955586901
full-time,1,Terciario,F,1-2,['sql'],609.9653082230948
full-time,2,,F,1-2,['java'],1029.3164576264726
full-time,1,Universitario,F,1-2,"['css', 'html', 'javascript', 'php', 'sql']",615.1295413823339
full-time,2,,F,3-5,"['python', 'sql']",762.4566352788685
full-time,1,,F,0-1,['sql'],552.7810605771797
full-time,3,Terciario,F,10+,['sql'],724.3338035149251
full-time,1,Terciario,F,1-2,"['css', 'html', 'javascript', 'php', 'sql']",419.3511494033777
full-time,2,,F,1-2,['sql'],1655.6898326407686
full-time,3,Posgrado/Especialización,F,1-2,"['python', 'sql']",853.9514315123328
full-time,2,Universitario,F,1-2,"['python', 'sql']",618.9699210857383
full-time,2,,F,1-2,['python'],914.9479623346422
full-time,3,,F,3-5,['sql'],1010.4837787350845
full-time,2,Universitario,F,1-2,"['go', 'groovy', 'java', 'javascript', 'kotlin']",914.9479623346422
full-time,2,Terciario,F,0-1,"['css', 'html', 'java', 'javascript', 'sql']",381.22831763943424
full-time,3,,F,6-10,"['go', 'python', 'sql']",3202.317868171248
full-time,1,,F,10+,"['c#', 'css', 'html', 'sql', 'typescript']",849.725782471122
full-time,1,Universitario,F,1-2,"['css', 'html', 'javascript']",552.7810605771797
full-time,1,Universitario,F,1-2,['python'],2176.81369372117
full-time,3,Universitario,F,3-5,['python'],640.4635736342495
full-time,3,,F,1-2,['sql'],964.5076436277686
full-time,3,,F,6-10,"['bash/shell', 'python']",1601.158934085624
full-time,2,Universitario,F,6-10,"['css', 'html', 'javascript']",1258.053448210133
full-time,2,,F,1-2,"['css', 'html', 'java', 'javascript', 'typescript']",762.4566352788685
full-time,1,Posgrado/Especialización,M,3-5,"['javascript', 'php', 'python']",1029.3164576264726
full-time,1,,M,3-5,"['c', 'c++', 'dart', 'go', 'java', 'javascript', 'python']",9664.137852159658
full-time,2,Universitario,M,10+,['bash/shell'],785.3303343372346
full-time,3,,M,1-2,['javascript'],2058.632915252945
full-time,1,,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",1524.913270557737
full-time,4,Terciario,M,0-1,"['delphi', 'sql']",476.53539704929284
full-time,2,,X,1-2,"['css', 'html', 'javascript', 'typescript']",903.5111128054592
full-time,2,Secundario,X,3-5,['c++'],762.4566352788685
full-time,3,Universitario,X,6-10,['sql'],945.4462277457969
full-time,2,,X,10+,"['bash/shell', 'html', 'java', 'php', 'python', 'sql']",800.579467042812
full-time,3,,X,6-10,"['css', 'java', 'kotlin', 'python', 'solidity', 'sql']",1669.7800312607221
full-time,1,,X,10+,['sql'],609.9653082230948
full-time,3,Universitario,X,3-5,"['bash/shell', 'c', 'python']",1524.913270557737
full-time,2,,M,3-5,['sql'],571.8424764591514
full-time,2,Universitario,M,1-2,"['css', 'html', 'javascript', 'typescript']",653.8294384506881
full-time,3,Posgrado/Especialización,M,10+,"['css', 'html', 'java', 'javascript', 'php', 'python', 'sql']",1760.8974114597231
full-time,3,Universitario,M,1-2,"['java', 'sql']",838.7022988067554
full-time,3,,M,1-2,['java'],693.8355381037703
full-time,2,Universitario,M,10+,"['html', 'javascript', 'ruby', 'sql']",1906.1415881971714
full-time,3,,M,0-1,['java'],724.3338035149251
full-time,3,,M,1-2,"['html', 'python', 'scala', 'sql']",972.1322099805574
full-time,3,Universitario,M,0-1,['javascript'],457.4739811673211
full-time,3,,M,1-2,['javascript'],458.2654111547406
full-time,2,Universitario,M,1-2,"['javascript', 'typescript']",571.8424764591514
full-time,2,,M,6-10,"['css', 'html', 'javascript', 'php', 'sql']",2211.1242423087187
full-time,2,Posgrado/Especialización,M,10+,"['css', 'html', 'java', 'javascript', 'sql']",850.1391483359383
full-time,1,Universitario,M,6-10,['python'],762.4566352788685
full-time,2,,M,10+,"['bash/shell', 'python']",724.3338035149251
full-time,2,,M,3-5,"['.net', 'c#']",1200.8692005642179
full-time,3,Universitario,M,10+,"['.net', 'c#', 'html', 'javascript', 'sql', 'typescript']",1448.6676070298502
full-time,3,,M,1-2,"['python', 'r', 'sql']",1219.9306164461896
full-time,4,,M,6-10,"['javascript', 'typescript']",5718.424764591514
full-time,2,Universitario,M,1-2,"['python', 'sql']",571.8424764591514
full-time,3,Universitario,M,1-2,"['bash/shell', 'css', 'javascript', 'rust', 'typescript']",1143.6849529183028
full-time,3,Universitario,M,6-10,"['.net', 'c#']",1490.602721970188
full-time,2,Terciario,F,1-2,"['css', 'html', 'javascript', 'sql', 'typescript']",392.6651671686173
full-time,2,Universitario,F,0-1,['swift'],537.5319278716023
full-time,3,Universitario,F,1-2,['sql'],648.0881399870382
full-time,3,,M,3-5,['go'],1136.35012008692
full-time,3,,M,6-10,"['css', 'html', 'javascript', 'php']",529.8273035721094
full-time,4,,M,10+,"['javascript', 'typescript']",2039.5714993709732
full-time,4,Secundario,M,6-10,"['html', 'javascript', 'sql', 'apex']",3812.2831763943427
full-time,2,,M,1-2,"['css', 'html', 'javascript', 'typescript']",800.579467042812
full-time,1,Universitario,M,1-2,"['css', 'html', 'java', 'javascript']",304.9826541115474
full-time,2,,M,10+,"['cobol', 'sql']",953.0707940985857
full-time,3,,M,6-10,"['.net', 'c#']",968.3199268041631
full-time,3,,M,3-5,"['.net', 'php', 'sql']",495.59681293126454
full-time,3,,M,10+,"['java', 'sql']",1715.5274293774542
full-time,2,,M,6-10,['go'],1143.6849529183028
full-time,3,Universitario,M,3-5,"['.net', 'c#']",796.6390911516908
full-time,2,Terciario,M,10+,['powershell'],551.173458884526
full-time,4,,M,10+,"['javascript', 'typescript']",2043.3837825473677
full-time,3,Terciario,M,6-10,"['javascript', 'python', 'sql']",1441.0430406770615
full-time,3,,M,0-1,"['java', 'javascript', 'sql']",396.4774503450116
full-time,2,,M,3-5,"['.net', 'bash/shell', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript', 'vba']",686.2109717509817
full-time,1,Universitario,M,3-5,"['css', 'html', 'javascript', 'typescript']",545.1564942243909
full-time,2,Secundario,M,1-2,"['sql', 'dax']",491.78452975487016
full-time,2,Universitario,M,1-2,"['r', 'sql']",365.97918493385686
full-time,1,,M,1-2,"['.net', 'c#', 'css', 'javascript', 'php']",533.719644695208
full-time,3,,M,10+,"['c++', 'html', 'javascript', 'kotlin', 'php', 'sql']",914.9479623346422
full-time,3,Universitario,M,3-5,['python'],887.4995234646029
full-time,3,,M,10+,"['java', 'javascript', 'typescript']",812.2717395448134
full-time,4,,M,1-2,"['objective-c', 'swift']",2603.789409477336
full-time,3,,M,1-2,"['css', 'html', 'java', 'javascript', 'php', 'python', 'sql']",533.719644695208
full-time,2,,M,1-2,"['css', 'html', 'javascript', 'python', 'typescript']",609.9653082230948
full-time,2,,M,6-10,"['arduino', 'java', 'sql']",853.9514315123328
full-time,2,Universitario,M,3-5,['java'],1682.5359307689375
full-time,1,,M,3-5,"['.net', 'bash/shell', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']",720.5215203385308
full-time,2,,M,6-10,['javascript'],803.7932217605123
full-time,3,,M,3-5,"['java', 'javascript', 'typescript']",1334.29911173802
full-time,2,Universitario,M,1-2,"['css', 'html', 'java', 'javascript', 'sql']",304.9826541115474
full-time,2,,M,3-5,"['java', 'javascript', 'typescript']",892.0742632762762
full-time,3,,M,3-5,['sql'],953.0707940985857
full-time,3,Maestría,M,3-5,['python'],1010.2550417445008
full-time,4,,M,3-5,"['.net', 'c#']",3350.996912050627
full-time,4,,M,6-10,"['css', 'html', 'javascript', 'typescript']",1715.5274293774542
full-time,4,Terciario,M,10+,"['bash/shell', 'go', 'python']",6862.109717509817
full-time,3,Universitario,M,10+,"['java', 'javascript', 'kotlin']",1524.913270557737
full-time,2,,M,6-10,"['go', 'java']",1887.0801723151997
full-time,2,,M,1-2,"['java', 'javascript', 'typescript']",533.719644695208
full-time,4,,F,0-1,"['java', 'javascript']",533.719644695208
full-time,2,Terciario,M,1-2,"['css', 'html', 'javascript', 'typescript']",375.36883839731615
full-time,2,,M,6-10,"['bash/shell', 'html', 'php', 'sql', 'vba']",953.0707940985857
full-time,3,Universitario,M,3-5,"['javascript', 'php']",766.2689184552629
full-time,3,Universitario,M,6-10,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']",1181.8077846822462
full-time,3,,M,6-10,"['css', 'html', 'java', 'javascript']",1643.0940490259616
full-time,2,Universitario,M,3-5,"['bash/shell', 'go', 'python']",1010.2550417445008
full-time,2,,M,6-10,"['html', 'java', 'php', 'sql']",762.4566352788685
full-time,3,,M,3-5,"['java', 'sql', 'typescript']",1162.7463688002745
full-time,4,,M,6-10,"['.net', 'c#', 'typescript']",4574.739811673211
full-time,2,Universitario,M,6-10,"['bash/shell', 'html', 'java', 'javascript', 'php', 'python', 'sql']",469.4826731729633
full-time,2,,M,10+,"['.net', 'c#', 'dart', 'java', 'kotlin', 'sql']",1143.6849529183028
full-time,3,,M,6-10,"['.net', 'javascript', 'sql', 'typescript']",883.6109946246808
full-time,3,Universitario,M,1-2,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']",648.0881399870382
full-time,3,,M,1-2,"['css', 'html', 'javascript']",772.4028820860814
full-time,2,,M,6-10,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']",1360.9850939727803
full-time,2,,M,6-10,['bash/shell'],495.59681293126454
full-time,3,,M,3-5,"['bash/shell', 'java', 'sql']",968.3199268041631
full-time,4,,M,6-10,['javascript'],2173.0014105447754
full-time,3,,M,3-5,"['groovy', 'html', 'java', 'javascript', 'sql']",838.7022988067554
full-time,4,Universitario,M,6-10,['kotlin'],1219.9306164461896
full-time,2,Posgrado/Especialización,F,3-5,['sql'],629.0267241050665
full-time,3,Universitario,F,3-5,['python'],1067.439289390416
full-time,3,,F,1-2,"['css', 'html', 'javascript', 'php']",945.4462277457969
full-time,2,,M,3-5,['kotlin'],1372.4219435019634
full-time,2,Terciario,M,1-2,['powershell'],724.3338035149251
full-time,4,,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",991.1936258625291
full-time,4,,M,3-5,"['java', 'sql']",1296.1762799740764
full-time,1,Universitario,F,10+,['sql'],991.1936258625291
full-time,2,Maestría,M,1-2,"['bash/shell', 'python', 'r', 'sql']",762.4566352788685
full-time,2,,M,3-5,"['bash/shell', 'python']",762.4566352788685
full-time,2,Universitario,M,6-10,"['bash/shell', 'python']",953.0707940985857
full-time,2,,M,3-5,"['bash/shell', 'java']",968.3199268041631
full-time,3,Universitario,M,3-5,"['bash/shell', 'java', 'python', 'sql']",1906.1415881971714
full-time,3,,M,3-5,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']",629.0267241050665
full-time,2,Secundario,M,1-2,['python'],648.0881399870382
full-time,2,Universitario,M,3-5,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']",629.0267241050665
full-time,3,Universitario,M,3-5,"['java', 'javascript']",1162.7463688002745
full-time,2,,F,3-5,"['java', 'sql', 'rpg']",1323.0640463573634
full-time,3,Terciario,F,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",819.7933742518394
